clues,cl_treatmentArm,cl_cov_movi,cl_cov_telcel,cl_cov_moviPct,cl_cov_telcelPct,cl_inst_clCat,cl_ent_clave_clCat,cl_ent_nombre_clCat,cl_jur_clave_clCat,cl_jur_nombre_clCat,cl_mun_clave_clCat,cl_mun_nombre_clCat,cl_loc_clave_clCat,cl_loc_nombre_clCat,cl_clase_nombre_clCat,cl_tipo_nombre_clCat,cl_nombre_clCat,cl_domicilio_clCat,cl_cp_clCat,cl_longitude,cl_latitude,cl_altitude
GTSSA001430,0,1,1,1,1,SSA,11,GUANAJUATO,1,GUANAJUATO,14,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,329,SOLEDAD NUEVA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SOLEDAD NUEVA-UMAPS,PRINCIPAL SIN NÚMERO   ,37810,-100.9222222,21.28,2000
GTSSA001541,0,1,1,0.986710966,0.992801785,SSA,11,GUANAJUATO,1,GUANAJUATO,15,GUANAJUATO,63,MINERAL DE LA LUZ,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,MINERAL DE LA LUZ-UMAPS,FRENTE A LA PLAZA (JARDÍN)    ,36200,-101.3380556,21.065,2400
GTSSA001594,3,1,1,1,1,SSA,11,GUANAJUATO,1,GUANAJUATO,15,GUANAJUATO,111,SANTA TERESA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTA TERESA-UMAPS,SAN MIGUEL ALLENDE SIN NÚMERO   ,36260,-101.3163889,20.965,1880
GTSSA001606,1,1,1,1,1,SSA,11,GUANAJUATO,1,GUANAJUATO,15,GUANAJUATO,115,LA SAUCEDA (SANTA FE DE GUADALUPE),UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAUCEDA-UMAPS,CARRETERA GUANAJUATO-JUVENTINO ROSAS KM. 22    ,36860,-101.1913889,20.89833333,1930
GTSSA001635,3,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,16,HUANÍMARO,14,MONTE BLANCO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,MONTE BLANCO-UMAPS,JUNTO A LA ESCUELA PRIMARIA    ,36990,-101.5277778,20.35472222,1690
GTSSA001710,0,1,1,0.968507707,0.968507707,SSA,11,GUANAJUATO,6,IRAPUATO,17,IRAPUATO,82,CUCHICUATO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,CUCHICUATO-UMAPS,TIJERINA SIN NÚMERO   ,36800,-101.4619444,20.66083333,1730
GTSSA001722,2,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,17,IRAPUATO,95,ALDAMA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,ALDAMA-UMAPS,JARDÍN HIDALGO SIN NÚMERO   ,36580,-101.3133333,20.81638889,1770
GTSSA001792,0,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,17,IRAPUATO,137,SAN ANTONIO EL RICO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN ANTONIO EL RICO-UMAPS,FRENTE AL CAMPO DE FUTBOL    ,99999,-101.3727778,20.82361111,1740
GTSSA001891,0,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,18,JARAL DEL PROGRESO,35,VICTORIA DE CORTAZAR,UNIDAD DE CONSULTA EXTERNA,URBANO DE 02 NÚCLEOS BÁSICOS,VICTORIA DE CORTAZAR-UMAPS,JOSÉ MARÍA MORELOS Y PAVON 101   ,38471,-101.0338889,20.33833333,1725
GTSSA001956,0,0,1,0,1,SSA,11,GUANAJUATO,4,ACÁMBARO,19,JERÉCUARO,23,LA ENREDADORA (EL JITOMATAL),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LA ENRREDADORA-UMAPS,JUNTO AL KINDER    ,38555,-100.4866667,20.25194444,2150
GTSSA001985,2,0,1,0,1,SSA,11,GUANAJUATO,4,ACÁMBARO,19,JERÉCUARO,53,OJO DE AGUA DE MENDOZA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,OJO DE AGUA DE MENDOZA-UMAPS,PRIVADA VICENTE GUERRERO 7   ,38540,-100.5644444,20.16666667,1990
GTSSA002014,1,0,1,0,1,SSA,11,GUANAJUATO,4,ACÁMBARO,19,JERÉCUARO,75,LA SABANILLA (SAN JOSÉ DE LA SABANILLA),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LA SABANILLA-UMAPS,ENTRADA A TELESECUNDARIA    ,38553,-100.4108333,20.36527778,2160
GTSSA002422,2,1,1,1,1,SSA,11,GUANAJUATO,7,LEÓN,20,LEÓN,1,LEÓN DE LOS ALDAMA,UNIDAD DE CONSULTA EXTERNA,URBANO DE 10 NÚCLEOS BÁSICOS,LA FLORESTA-CAISES,PAKISTAN 404   ,37470,-101.6805556,21.11972222,1800
GTSSA002480,0,1,1,1,1,SSA,11,GUANAJUATO,7,LEÓN,20,LEÓN,263,ALFARO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,ALFARO-UMAPS,PRINCIPAL SIN NÚMERO   ,37000,-101.6077778,21.15,1880
GTSSA002516,0,1,1,1,1,SSA,11,GUANAJUATO,7,LEÓN,20,LEÓN,319,LA ESTANCIA DE LA SANDÍA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LA SANDIA-UMAPS,EN LA PLAZA DE LA COMUNIDAD    ,37680,-101.6783333,20.9025,1770
GTSSA002620,2,1,1,1,1,SSA,11,GUANAJUATO,7,LEÓN,20,LEÓN,464,ÁLVARO OBREGÓN (SANTA ANA DEL CONDE),UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTA ANA DEL CONDE-UMAPS,CAMINO A SANTA ANA DEL CONDE 17   ,37680,-101.5788889,20.95638889,1790
GTSSA002656,0,1,1,0.991687238,1,SSA,11,GUANAJUATO,5,SALAMANCA,21,MOROLEÓN,1,MOROLEÓN,UNIDAD DE CONSULTA EXTERNA,URBANO DE 10 NÚCLEOS BÁSICOS,MOROLEÓN-CAISES,MANUEL DOBLADO 40  DEL VALLE ,38800,-101.19,20.12972222,1810
GTSSA002702,1,0,1,0,1,SSA,11,GUANAJUATO,1,GUANAJUATO,22,OCAMPO,30,LA ESCONDIDA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LA ESCONDIDA-UMAPS,ENTRADA A LA COMUNIDAD    ,37631,-101.5352778,21.6875,2180
GTSSA002743,0,0,1,0,1,SSA,11,GUANAJUATO,1,GUANAJUATO,22,OCAMPO,77,SANTA BÁRBARA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTA BÁRBARA-UMAPS,PLAZA CONSTITUCIÓN SIN NÚMERO   ,37642,-101.3777778,21.53861111,2220
GTSSA002772,0,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,25,BUENAVISTA DE CORTÉS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,BUENAVISTA DE CORTES-UMAPS,FIDENCIO ÁVILA SIN NÚMERO   ,36940,-101.8708333,20.37472222,1700
GTSSA002801,0,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,54,CERRITOS BLANCOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,CERRITOS BLANCOS-UMAPS,A UN LADO DEL TALLER DE COSTURA    ,36942,-101.9,20.23833333,1670
GTSSA002830,3,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,72,CORRALEJO DE HIDALGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,CORRALEJO DE HIDALGO-UMAPS,FRENTE A LA IGLESIA    ,36921,-101.6297222,20.50944444,1710
GTSSA002900,0,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,194,ORDEÑITA DE BARAJAS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,ORDEÑA DE BARAJAS-UMAPS,JUNTO AL JARDÍN DE NIÑOS    ,36955,-101.6744444,20.34833333,1700
GTSSA002941,2,0,1,0.404083192,1,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,221,POTREROS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,POTREROS-UMAPS,JUNTO A CARRETERA LA HERRADURA    ,36955,-101.6583333,20.25666667,1700
GTSSA002970,0,1,1,1,0.718957603,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,261,SAN ANTONIO DE ACEVES,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN ANTONIO DE ACEVES-UMAPS,JUNTO AL KINDER    ,36900,-101.9486111,20.49972222,1720
GTSSA003052,0,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,24,PUEBLO NUEVO,1,PUEBLO NUEVO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 02 NÚCLEOS BÁSICOS,PUEBLO NUEVO-UMAPS,5 DE MAYO 329   ,36890,-101.3733333,20.52694444,1700
GTSSA003105,1,0,1,0,1,SSA,11,GUANAJUATO,8,LEÓN DELTA,25,PURÍSIMA DEL RINCÓN,20,JALPA DE CÁNOVAS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,JALPA DE CANOVAS-UMAPS,A UN LADO DE LA ESCUELA PRIMARIA (SAN ANDERS)    ,36430,-101.9819444,20.88027778,1740
GTSSA003204,0,1,1,0.928693891,1,SSA,11,GUANAJUATO,8,LEÓN DELTA,26,ROMITA,34,MONTE DE HOYOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,MONTE DE HOYOS-UMAPS,MANZANARES SIN NÚMERO   ,36207,-101.6597222,20.81388889,1750
GTSSA003274,3,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,27,SALAMANCA,46,CERRO GORDO (SAN RAFAEL),UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,CERRO GORDO-UMAPS,RUBÉN DARIO 25   ,36860,-101.1266667,20.59305556,1720
GTSSA003303,3,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,27,SALAMANCA,,LA ORDEÑA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LA ORDEÑA-UMAPS,SALIDA A MARY GOMEZ    ,36856,-101.1183333,20.69055556,1810
GTSSA003414,0,1,1,1,1,SSA,11,GUANAJUATO,4,ACÁMBARO,28,SALVATIERRA,14,SAN MIGUEL EMÉNGUARO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN MIGUEL EMENGUARO-UMAPS,JAIME NUNO 1   ,38900,-100.8852778,20.16361111,1800
GTSSA003501,2,1,1,1,1,SSA,11,GUANAJUATO,4,ACÁMBARO,28,SALVATIERRA,58,SAN NICOLÁS DE LOS AGUSTINOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,SAN NICOLÁS DE LOS AGUSTÍNOS-UMAPS,10 DE MAYO 2   ,38930,-100.9663889,20.24777778,1740
GTSSA003525,3,1,1,1,1,SSA,11,GUANAJUATO,4,ACÁMBARO,28,SALVATIERRA,60,SAN PEDRO DE LOS NARANJOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN PEDRO DE LOS NARANJOS-UMAPS,CORREGIDORA ESQUINA CON CARRETERA SALVATIERRA-YURRIRIA    ,38931,-100.9386111,20.22722222,1750
GTSSA003583,1,0,1,0.122868903,1,SSA,11,GUANAJUATO,1,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,103,SAN JUAN PAN DE ARRIBA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN JUAN PAN DE ARRIBA-UMAPS,AVENIDA CENTRAL 6   ,37860,-100.9213889,21.46861111,2120
GTSSA003595,0,1,1,1,1,SSA,11,GUANAJUATO,1,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,120,LA SAUCEDA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LA SAUCEDA-UMAPS,FRENTE AL CAMPO DE FUTBOL    ,37850,-100.7208333,21.48861111,2060
GTSSA003641,3,0,0,0.66808939,0.66808939,SSA,11,GUANAJUATO,1,GUANAJUATO,30,SAN FELIPE,110,JARAL DE BERRIOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,JARAL DE BERRÍO-UMAPS,HIDALGO 4   ,37611,-101.0138889,21.68111111,1850
GTSSA003653,0,0,1,0,1,SSA,11,GUANAJUATO,1,GUANAJUATO,30,SAN FELIPE,118,LA LABOR,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LA LABOR-UMAPS,FRENTE A LA PARROQUIA SIN NÚMERO   ,37612,-101.0711111,21.30916667,1980
GTSSA003665,1,0,1,0.12837708,0.99578464,SSA,11,GUANAJUATO,1,GUANAJUATO,30,SAN FELIPE,120,LAGUNA DE GUADALUPE,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LAGUNA DE GUADALUPE-UMAPS,AVENIDA GUADALUPE 30   ,37610,-101.3569444,21.80083333,2220
GTSSA003694,0,0,1,0,1,SSA,11,GUANAJUATO,1,GUANAJUATO,30,SAN FELIPE,141,FÁBRICA DE MELCHOR,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,FABRICA DE MELCHOR-UMAPS,ZAPATA 6   ,37611,-100.9,21.67444444,1940
GTSSA003735,0,0,1,0,0.98305738,SSA,11,GUANAJUATO,1,GUANAJUATO,30,SAN FELIPE,233,SAN JUAN DE LLANOS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN JUAN DE LLANOS-UMAPS,PRINCIPAL SIN NÚMERO   ,37620,-101.3152778,21.27777778,2160
GTSSA003752,0,0,1,0,1,SSA,11,GUANAJUATO,1,GUANAJUATO,30,SAN FELIPE,251,SANTA ROSA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SANTA ROSA-UMAPS,FRENTE A LA BODEGA CONASUPO    ,37612,-101.0919444,21.55194444,1900
GTSSA003863,0,1,1,1,1,SSA,11,GUANAJUATO,8,LEÓN DELTA,31,SAN FRANCISCO DEL RINCÓN,65,SAN IGNACIO DE HIDALGO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,SAN IGNACIO DE HIDALGO-UMAPS,IGNACIO ALLENDE 100   ,36450,-101.8608333,20.91194444,1740
GTSSA003962,0,1,1,1,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,32,SAN JOSÉ ITURBIDE,61,OJO DE AGUA DEL REFUGIO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,OJO DE AGUA DEL REFUGIO-UMAPS,JUAN JOSÉ TORRESLANDA SIN NÚMERO   ,37980,-100.3180556,21.01527778,2200
GTSSA003974,0,1,1,1,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,32,SAN JOSÉ ITURBIDE,74,PUERTO DE CARROZA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,PUERTO CARROZA-UMAPS,ALCANFORES SIN NÚMERO   ,37980,-100.4072222,20.8975,2135
GTSSA004032,0,1,1,1,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,33,SAN LUIS DE LA PAZ,29,LA CIÉNEGA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LA CIÉNEGA-UMAPS,ENTRE EL JARDIN DE NIÑOS Y LA ESCUELA PRIMARIA    ,37900,-100.4805556,21.30083333,2050
GTSSA004061,2,1,1,1,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,33,SAN LUIS DE LA PAZ,85,LOURDES (ESTACIÓN DE LOURDES),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LOURDES (ESTACIÓN DE LOURDES)-UMAPS,ENTRE EL CAMPO DE FUTBOL Y EL CAMINO A CATALAN    ,37911,-100.7030556,21.29,1990
GTSSA004085,0,0,0,0.299894392,0.305966198,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,33,SAN LUIS DE LA PAZ,149,SAN PEDRO DE LOS POZOS (MINERAL DE POZOS),UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,MINERAL DE SAN PEDRO (MINERAL DE POZOS)-UMAPS,PROLONGACIÓN CENTENARIO SIN NÚMERO   ,37910,-100.4938889,21.22388889,2200
GTSSA004126,1,1,1,0.994242668,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,33,SAN LUIS DE LA PAZ,192,SAN ISIDRO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN ISIDRO-UMAPS,ENTRE EL TEMPLO Y LA EXHACIENDA    ,37900,-100.5483333,21.37194444,2050
GTSSA004184,3,0,1,0,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,34,SANTA CATARINA,1,SANTA CATARINA,UNIDAD DE CONSULTA EXTERNA,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,SANTA CATARINA CESSA,MATAMOROS 22   ,37950,-100.0680556,21.14,1560
GTSSA004254,2,0,0,0,0,SSA,11,GUANAJUATO,3,CELAYA,35,SANTA CRUZ DE JUVENTINO ROSAS,53,RINCÓN DE CENTENO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,RINCÓN DE CENTENO-UMAPS,DEL CALVARIO 1   ,38240,-100.8847222,20.66111111,1850
GTSSA004324,0,1,1,1,1,SSA,11,GUANAJUATO,8,LEÓN DELTA,37,SILAO DE LA VICTORIA,4,LA ALDEA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,LA ALDEA-UMAPS,MIGUEL ALEMAN ESQUINA LEONA VICARIO SIN NÚMERO   ,36280,-101.4786111,20.90138889,1760
GTSSA004353,3,1,1,1,1,SSA,11,GUANAJUATO,8,LEÓN DELTA,37,SILAO DE LA VICTORIA,24,COMANJILLA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,COMANJILLA-UMAPS,SAN RAFAEL SIN NÚMERO   ,36270,-101.4736111,21.0675,1890
GTSSA004423,0,1,1,1,1,SSA,11,GUANAJUATO,4,ACÁMBARO,38,TARANDACUAO,1,TARANDACUAO,UNIDAD DE CONSULTA EXTERNA,CENTROS DE SALUD CON SERVICIOS AMPLIADOS,TARANDACUAO CESSA,5 DE MAYO 113   ,38790,-100.5186111,20.00305556,1930
GTSSA004505,1,1,1,1,1,SSA,11,GUANAJUATO,3,CELAYA,39,TARIMORO,15,LOS FIERROS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LOS FIERROS-UMAPS,AVENIDA CAMINO REAL 15   ,38700,-100.7597222,20.19416667,1970
GTSSA004551,1,1,1,1,1,SSA,11,GUANAJUATO,3,CELAYA,39,TARIMORO,22,LA MONCADA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,LA MONCADA-UMAPS,DONACIANO FRANCO SIN NÚMERO   ,38720,-100.805,20.28472222,1755
GTSSA004633,1,1,1,0.476072311,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,40,TIERRA BLANCA,38,RINCÓN DEL CANO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,RINCÓN DEL CANO-UMAPS,CERCA DE LA ESCUELA PRIMARIA    ,37970,-100.2413889,21.0575,1900
GTSSA004662,2,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,41,URIANGATO,1,URIANGATO,UNIDAD DE CONSULTA EXTERNA,URBANO DE 12 NÚCLEOS BÁSICOS Y MÁS,URIANGATO-CAISES,5 DE MAYO ESQUINA JUAN ESCUTIA    ,38980,-101.1797222,20.13888889,1800
GTSSA004744,0,1,1,0.869011521,1,SSA,11,GUANAJUATO,5,SALAMANCA,42,VALLE DE SANTIAGO,25,CHARCO DE PANTOJA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,CHARCO DE PANTOJA-UMAPS,FRANCISCO I. MADERO 3   ,38440,-101.3541667,20.39027778,1720
GTSSA004756,0,0,0,0.207522124,0.281858414,SSA,11,GUANAJUATO,5,SALAMANCA,42,VALLE DE SANTIAGO,43,LAS JÍCAMAS,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,LAS JICAMAS-UMAPS,16 DE SEPTIEMBRE FRENTE A LA IGLESIA SIN NÚMERO   ,38463,-101.3580556,20.27833333,1850
GTSSA004773,2,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,42,VALLE DE SANTIAGO,57,MOGOTES DE SAN JOSÉ PARANGUEO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,MOGOTES DE SAN JOSÉ PARANGUEO-UMAPS,AVENIDA 24 DE JUNIO SIN NÚMERO   ,38420,-101.3019444,20.415,1715
GTSSA004831,0,0,0,0,0.622330248,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,43,VICTORIA,1,VICTORIA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 03 NÚCLEOS BÁSICOS Y MÁS,VICTORIA-UMAPS,JUÁREZ 2   ,37920,-100.2144444,21.21222222,1740
GTSSA005164,0,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,46,YURIRIA,29,LOMA DE ZEMPOALA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LOMA DE ZEMPOALA-UMAPS,HIDALGO 98   ,38949,-101.0788889,20.29138889,1730
GTSSA005176,0,0,1,0.788815022,1,SSA,11,GUANAJUATO,5,SALAMANCA,46,YURIRIA,35,MONTE DE LOS JUÁREZ,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,MONTE DE LOS JUÁREZ-UMAPS,JUNTO AL JARDÍN DE NIÑOS Y CAMPO DE BEISBOOL    ,38950,-101.2508333,20.18416667,1730
GTSSA005205,0,0,1,0.547632635,1,SSA,11,GUANAJUATO,5,SALAMANCA,46,YURIRIA,76,SANTA MÓNICA OZUMBILLA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SANTA MONICA OZUMBILLA-UMAPS,16 DE SEPTIEMBRE SIN NÚMERO   ,38969,-101.2777778,20.14555556,1780
GTSSA005210,3,0,1,0,1,SSA,11,GUANAJUATO,5,SALAMANCA,46,YURIRIA,86,TEJOCOTE DE CALERA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,TEJOCOTE DE CALERA-UMAPS,FRANCISCO VILLA 1   ,38960,-101.3961111,20.18111111,1900
GTSSA005263,2,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,17,IRAPUATO,160,SAN NICOLÁS TEMASCATÍO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN NICOLÁS TEMAZCATIO-UMAPS,DOMICILIO CONOCIDO    ,99999,-101.2472222,20.72472222,1770
GTSSA005304,0,1,1,1,1,SSA,11,GUANAJUATO,6,IRAPUATO,23,PÉNJAMO,371,GUANGÜITIRO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,GUANGUITIRO-UMAPS,A UN COSTADO DEL CAMPO DE FUT-BOL    ,99999,-101.7713889,20.44277778,1850
GTSSA005403,3,1,1,1,1,SSA,11,GUANAJUATO,7,LEÓN,20,LEÓN,975,LA ERMITA,UNIDAD DE CONSULTA EXTERNA,URBANO DE 04 NÚCLEOS BÁSICOS,LA ERMITA-UMAPS,LACONIA ESQUINA HADES 201   ,37358,-101.7330556,21.15194444,2005
GTSSA016743,0,1,1,1,1,SSA,11,GUANAJUATO,7,LEÓN,20,LEÓN,785,CENTRO FAMILIAR LA SOLEDAD,UNIDAD DE CONSULTA EXTERNA,URBANO DE 04 NÚCLEOS BÁSICOS,BALCONES DE LA JOYA-UMAPS,PRIVADA BALCÓN DE LOS RUISEÑORES 104  BALCONES DE LA JOYA ,37355,-101.7497222,21.135,1930
GTSSA016755,0,1,1,1,1,SSA,11,GUANAJUATO,3,CELAYA,5,APASEO EL GRANDE,15,ESTANCIA DEL LLANO (SAN JOSÉ DEL LLANO),UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,ESTANCIA DEL LLANO-UMAPS,CAMINO A SAN JOSE DEL LLANO SIN NÚMERO   ,38160,-100.7263889,20.51111111,1760
GTSSA016784,3,1,1,1,1,SSA,11,GUANAJUATO,1,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,69,POZO ADEMADO,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,POZO ADEMADO-UMAPS,PRINCIPAL JUNTO A LA ESCUELA PRIMARIA SIN NÚMERO   ,37813,-100.8033333,21.33194444,1940
GTSSA016801,0,0,1,0.307436645,1,SSA,11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,376,SAN JOSÉ DE ALLENDE,UNIDAD DE CONSULTA EXTERNA,RURAL DE 01 NÚCLEO BÁSICO,SAN JOSÉ DE ALLENDE-UMAPS,ATRAS DE LA ESCUELA PRIMARIA    ,37700,-101.0322222,20.86083333,2100
GTSSA016866,0,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,27,SALAMANCA,1,SALAMANCA,UNIDAD DE CONSULTA EXTERNA,URBANO DE 04 NÚCLEOS BÁSICOS,JARDINES DEL SOL-UMAPS,MATAMOROS 1417   ,36750,-101.1972222,20.57027778,1720
GTSSA016871,1,1,1,1,1,SSA,11,GUANAJUATO,5,SALAMANCA,27,SALAMANCA,87,LOMA PELADA,UNIDAD DE CONSULTA EXTERNA,RURAL DE 02 NÚCLEOS BÁSICOS,LOMA DE SAN ANTONIO-UMAPS,REFORMA ESQUINA INDEPENDENCIA    ,36790,-101.2941667,20.57222222,1710
GTSSA017373,0,1,1,1,1,SSA,11,GUANAJUATO,8,LEÓN DELTA,31,SAN FRANCISCO DEL RINCÓN,1,SAN FRANCISCO DEL RINCÓN,UNIDAD DE CONSULTA EXTERNA,URBANO DE 07 NÚCLEOS BÁSICOS,SAN FRANCISCO DEL RINCÓN-CAISES,AVENIDA PANAMA ESQUINA PEDRO NICOLAS   SAN MIGUEL ,36360,-101.8577778,21.01833333,1750
